ANO_FOLHA;MES_FOLHA;MATRICULA;UnidadeGestora;UNIDADE_GESTORA_CODIGO;REMUNERACAO_TOTAL;CARGO;LOTACAO
2017;1;000000000001609;P. M. DE CASTELO DO PIAUI;201055;1142.65;GARI;LIMPEZA PÈBLICA
2017;1;000000000001609;P. M. DE UNIAO;201216;1244.9;AUXILIAR ENFERMAGEM;FUNDO MUNICIPAL DE SAÈDE - FMS
2017;1;000000000001609;P. M. DE PIRACURUCA;201162;1622.4;AGENTE DE SAUDE;AGENTES COMUNITARIOS DE SAUDE - PAB
2017;1;000000000001610;P. M. DE CASTELO DO PIAUI;201055;937;GARI;LIMPEZA PÈBLICA
2017;1;000000000001611;P. M. DE UNIAO;201216;2504.74;ODONTOLOGO;FUNDO MUNICIPAL DE SAÈDE - FMS
2017;1;000000000001612;P. M. DE CASTELO DO PIAUI;201055;968.07;GARI;LIMPEZA PÈBLICA
2017;1;000000000001613;P. M. DE BOM JESUS;201031;1314.14;AGENTE DE ENDEMIAS;SEC. SAUDE - AGENTE DE ENDEMIAS
2017;1;000000000001617;P. M. DE LUIZ CORREIA;201119;1264.95;VIGIA;SEC. MUNIC. DE EDUCAÄ«O E CULTUR(ADM/VIGIA/ZELADOR
2017;1;000000000001618;P. M. DE CASTELO DO PIAUI;201055;1049.44;GARI;LIMPEZA PÈBLICA
2017;1;000000000001619;P. M. DE CASTELO DO PIAUI;201055;1405.5;GARI;LIMPEZA PÈBLICA
2017;1;000000000001621;P. M. DE PIRACURUCA;201162;1622.4;AGENTE DE SAUDE;AGENTES COMUNITARIOS DE SAUDE - PAB
2017;1;000000000001627;P. M. DE LUIZ CORREIA;201119;202.8;AGENTE DE SAÈDE;SEC. MUNIC. DE SAÈDE - AGENTE DE SAÈDE - BB
2017;1;000000000001633;P. M. DE CASTELO DO PIAUI;201055;1024;GARI;LIMPEZA PÈBLICA
2017;1;000000000001633;P. M. DE BOM JESUS;201031;2500;ENFERMEIRO(A);SEC. SAUDE - ENFERMEIROS
2017;1;000000000001634;P. M. DE CASTELO DO PIAUI;201055;937;GARI;LIMPEZA PÈBLICA
2017;1;000000000001638;P. M. DE BOM JESUS;201031;2500.4;PROFESSOR(A) CLASSE A. NIVEL III 40HS;SEC. SAUDE - ODONTOLOGOS ESPECIALISTAS
2017;1;000000000001639;P. M. DE BOM JESUS;201031;3750.6;PROFESSOR(A) CLASSE A. NIVEL III 40HS;SEC. SAUDE - ODONTOLOGOS ESPECIALISTAS
2017;1;000000000001640;P. M. DE BOM JESUS;201031;4500;FARMACEUTICO;SEC. SAUDE - FARMACEUTICO
2017;1;000000000001643;P. M. DE BOM JESUS;201031;1324.4;TEC EM ENFERMAGEM;SEC. SAUDE - TECNICO DE ENFERMAGEM
2017;1;000000000001646;P. M. DE BOM JESUS;201031;968.07;VIGILANTE SANITARIO;SEC. SAUDE - VIGILANCIA SANITARIA
2017;1;000000000001648;P. M. DE LUIZ CORREIA;201119;1318.2;AGENTE DE SAÈDE;SEC. MUNIC. DE SAÈDE - AGENTE DE SAÈDE - BB
2017;1;000000000001648;P. M. DE BOM JESUS;201031;10534;MEDICO - PSF;SEC. SAUDE - MEDICOS P.S.F
2017;1;000000000001649;P. M. DE LUIZ CORREIA;201119;1318.2;AGENTE DE SAÈDE;SEC. MUNIC. DE SAÈDE - AGENTE DE SAÈDE - BB
2017;1;000000000001650;P. M. DE LUIZ CORREIA;201119;1318.2;AGENTE DE SAÈDE;SEC. MUNIC. DE SAÈDE - AGENTE DE SAÈDE - BB
2017;1;000000000001654;P. M. DE PIRACURUCA;201162;1622.4;AGENTE DE SAUDE;AGENTES COMUNITARIOS DE SAUDE - PAB
2017;1;000000000001658;P. M. DE LUIZ CORREIA;201119;202.8;AGENTE DE SAÈDE;SEC. MUNIC. DE SAÈDE - AGENTE DE SAÈDE - BB
2017;1;000000000001664;P. M. DE CASTELO DO PIAUI;201055;1940.62;COORD. RECURSOS HUMANOS;PSICOL.. ENF.. E ASS SOCIAL
2017;1;000000000001665;P. M. DE PIRACURUCA;201162;4478.87;PROF CL C N VII;DEPARTAMENTO DE ENSINO 60%
2017;1;000000000001667;P. M. DE UNIAO;201216;170;AGENTE COM. SAUDE;FUNDO MUNICIPAL DE SAÈDE - FMS
2017;1;000000000001670;P. M. DE UNIAO;201216;540.86;PROF CLASSE C NIVEL I;FUNDO DE MANUT E DESENV DO ENSINO BASICO - FUNDEB
2017;1;000000000001671;P. M. DE CASTELO DO PIAUI;201055;2584.12;ASSESSOR TEC;SERVIDORES
2017;1;000000000001672;P. M. DE BOM JESUS;201031;1500;GERENTE DA PSICOLOGIA DO CREAS;SEC. TRAB E DESENV SOCIAL - CREAS
2017;1;000000000001674;P. M. DE BOM JESUS;201031;1080;ENFERMEIRO(A);SEC. SAUDE - S.A.M.U - ENFERMEIROS
2017;1;000000000001679;P. M. DE UNIAO;201216;1202;AGENTE COM. SAUDE;FUNDO MUNICIPAL DE SAÈDE - FMS
2017;1;000000000001680;P. M. DE UNIAO;201216;564.53;PROF CLASSE C NIVEL I;FUNDO DE MANUT E DESENV DO ENSINO BASICO - FUNDEB
2017;1;000000000001698;P. M. DE BOM JESUS;201031;900;SOCORRISTA DO SAMU;SEC. SAUDE - S.A.M.U - SOCORRISTAS
2017;1;000000000001699;P. M. DE MURICI DOS PORTELAS;201135;2500;Sec. A. Social;SEC. DE A. SOCIAL
2017;1;000000000001700;P. M. DE MURICI DOS PORTELAS;201135;1000;Motorista;SEC. DE SAUDE
2017;1;000000000001701;P. M. DE MURICI DOS PORTELAS;201135;975;Nutricionista;NÈCLEO DE APOIO ∑ SAÈDE DA FAMILIA-NASF
2017;1;000000000001704;P. M. DE MURICI DOS PORTELAS;201135;1000;Motorista;SEC. DE SAUDE
2017;1;000000000001705;P. M. DE MURICI DOS PORTELAS;201135;937;Vigia;SEC. DE SAUDE
2017;1;000000000001706;P. M. DE PIRACURUCA;201162;20000;MEDICO(A);PROGRAMA SAUDE DA FAMILIA PAB
2017;1;000000000001706;P. M. DE MURICI DOS PORTELAS;201135;937;Vigia;SEC. DE SAUDE
2017;1;000000000001707;P. M. DE MURICI DOS PORTELAS;201135;937;TÇnico de Enfermagem;SEC. DE SAÈDE-POSTOS DE SAÈDE-TEMPORµRIO
2017;1;000000000001710;P. M. DE MURICI DOS PORTELAS;201135;1000;Motorista;SECRETARIA DE INFRA-ESTRUTURA E CIDADES
2017;1;000000000001714;P. M. DE BOM JESUS;201031;1260;ENFERMEIRO(A);SEC. SAUDE - S.A.M.U - ENFERMEIROS
2017;1;000000000001716;P. M. DE PIRACURUCA;201162;6118.72;PROF CL C N IV;DEPARTAMENTO DE ENSINO 60%
2017;1;000000000001719;P. M. DE MURICI DOS PORTELAS;201135;1000;Oper. P† Carregadeira;SECRETARIA DE INFRA-ESTRUTURA E CIDADES
2017;1;000000000001719;P. M. DE PIRACURUCA;201162;3590.97;PROF CL B N IV;DEPARTAMENTO DE ENSINO 60%
2017;1;000000000001721;P. M. DE MURICI DOS PORTELAS;201135;937;Vigia;SEC. DE SAUDE
2017;1;000000000001727;P. M. DE BOM JESUS;201031;936.84;TECNICO EM HIGIENE DENTAL;SEC. SAUDE - TECNICO DE HIGIENE DENTAL/SERVICOS PR
2017;1;000000000001727;P. M. DE PIRACURUCA;201162;6363.47;PROF CL C N IV;DEPARTAMENTO DE ENSINO 60%
2017;1;000000000001728;P. M. DE BOM JESUS;201031;905.77;TECNICO EM HIGIENE DENTAL;SEC. SAUDE - TECNICO DE HIGIENE DENTAL/SERVICOS PR
2017;1;000000000001754;P. M. DE BOM JESUS;201031;905.77;AUX. SERVICOS GERAIS;SEC. SAUDE - AUXILIAR DE SERVICOS GERAIS/SERVICOS
2017;1;000000000001755;P. M. DE BOM JESUS;201031;905.77;AUX. SERVICOS GERAIS;SEC. SAUDE - AUXILIAR DE SERVICOS GERAIS/SERVICOS
2017;1;000000000001757;P. M. DE PIRACURUCA;201162;1622.4;AGENTE DE SAUDE;AGENTES COMUNITARIOS DE SAUDE - PAB
2017;1;000000000001767;P. M. DE SAO MIGUEL DO TAPUIO;201203;980.97;AUXILIAR ADMINISTRATIVO;SERVIDORES (EFETIVOS MANDADO JUDICIAL)
2017;1;000000000001776;P. M. DE BOM JESUS;201031;905.77;AUX. SERVICOS GERAIS;SEC. SAUDE - AUXILIAR DE SERVICOS GERAIS/SERVICOS
2017;1;000000000001786;P. M. DE OEIRAS;201142;1466.95;Professor - A/ VI - 20h;203.06 - SEC. DE EDUCACAO/PROFESSORES 60%
2017;1;000000000001791;P. M. DE BOM JESUS;201031;967.91;VIGIA;SEC. SAÈDE - MOTORISTAS/VIGILANTES
2017;1;000000000001795;P. M. DE BOM JESUS;201031;2500;DENTISTA;SEC. SAUDE - DENTISTAS CEO
2017;1;000000000001801;P. M. DE CASTELO DO PIAUI;201055;1615.1;GER DE NUCLEO DE INFO;SERVIDORES
2017;1;000000000001805;P. M. DE BOM JESUS;201031;1130.08;PROFESSOR(A) CLASSE A. NIVEL I 20HS;SEC. EDUCAÄ«O - PROFESSORES I-60% FU
2017;1;000000000001812;P. M. DE BOM JESUS;201031;1130.08;PROFESSOR(A) CLASSE A. NIVEL I 20HS;SEC. EDUCAÄ«O - PROFESSORES I-60% FU
2017;1;000000000001817;P. M. DE BOM JESUS;201031;3383.33;ENFERMEIRO(A);SEC. SAUDE - PROGRAMA MELHOR EM CASA
2017;1;000000000001825;P. M. DE BOM JESUS;201031;2135.88;PROFESSOR(A) CLASSE A. NIVEL I 40HS;SEC. EDUCAÄ«O - PROFESSORES I-60% FU
2017;1;000000000001826;P. M. DE BOM JESUS;201031;905.77;CHEFE DIVISAO POSTO SAUDE;SEC. SAUDE - ADMINISTRAÄ«O- COMISSIONADOS
2017;1;000000000001828;P. M. DE BOM JESUS;201031;905.77;CHEFE DIVISAO POSTO SAUDE;SEC. SAUDE - ADMINISTRAÄ«O- COMISSIONADOS
2017;1;000000000001836;P. M. DE BOM JESUS;201031;1130.08;PROFESSOR(A) CLASSE A. NIVEL I 20HS;SEC. EDUCAÄ«O - PROFESSORES I-60% FU
2017;1;000000000001837;P. M. DE BOM JESUS;201031;2135.88;PROFESSOR(A) CLASSE A. NIVEL I 40HS;SEC. EDUCAÄ«O- PROFESSORES ENSINO INFANTIL
2017;1;000000000001843;P. M. DE BOM JESUS;201031;4833.33;SECRETARIO MUNICIPAL;SECRETARIA DE MEIO AMBIENTE
2017;1;000000000001843;P. M. DE BOM JESUS;201031;1067.94;PROFESSOR(A) CLASSE A. NIVEL I 20HS;SEC. EDUCAÄ«O - PROFESSORES I-60% FU
2017;1;000000000001851;P. M. DE CASTELO DO PIAUI;201055;4711.53;CH SET AUT DOC;SERVIDORES
2017;1;000000000001853;P. M. DE BOM JESUS;201031;1450;GERENTE DA VICE-PREFEITURA;SECRETARIA DE GOVERNO
2017;1;000000000000007;P. M. DE RIBEIRA DO PIAUI;201171;2400;CHEFE DE GABINETE;GABINETE DO PREFEITO
2017;1;000000000000007;P. M. DE SAO RAIMUNDO NONATO;201205;1311.8;VIGIA;SEC INFRA-EST VIGIA-EFETIVOS
2017;1;000000000000007;CAMARA DE BENEDITINOS;101026;1320;CONTROLADOR;ADMINISTRATIVO
2017;1;000000000000007;CAMARA DE BURITI DOS LOPES;101037;1498.92;CONTROLADOR CAMARA;CAMARA EFETIVOS
2017;1;000000000000007;CAMARA DE SEBASTIAO LEAL;101207;3567;VEREADOR;CAMARA MUNICIPAL - PLENARIO
2017;1;000000000000007;CAMARA DE SANTA ROSA DO PIAUI;101178;2720;VEREADOR(A);CAMARA MUNICIPAL
2017;1;000000000000007;CAMARA DE RIACHO FRIO;101170;2946.37;VEREADOR(A);VEREADOR(A)
2017;1;000000000000007;P. M. DE PASSAGEM FRANCA DO PIAUI;201152;5807.23;PROF CL C N IV 40H;FUNDEB 60%
2017;1;000000000000007;CAMARA DE CURRALINHOS;101071;2400;VEREADOR;CAMARA MUNICIPAL DE CURRALINHO (VEREADORES)
2017;1;000000000000007;CAMARA DE BATALHA;101023;1303.16;CONTROLADOR(A) INTERNO;COMISSIONADOS
2017;1;000000000000007;P. M. DE CRISTALANDIA DO PIAUI;201066;2500;SECERTARIA DE EDUCA?AO;COMISSIONADOS
2017;1;000000000000008;P. M. DE SIMOES;201209;2307.14;AGENTE ADM CLASSE - B NIVEL IV;SEC. ADMINISTRACAO -INTERNOS
2017;1;000000000000008;P. M. DE PATOS DO PIAUI;201153;1436.73;AUXILIAR DE SERVIÄOS GERAIS;SEDUC/FUNDEB - SERVIÄOS GERAIS
2017;1;000000000000008;CAMARA DE BOM JESUS;101031;9000.98;VEREADOR;VEREADORES
2017;1;000000000000008;P. M. DE BONFIM DO PIAUI;201033;3526.66;PROFESSOR(A);SEC EDUCACAO CULTURA DESPORTO E LAZER-FUNDEB 60%
2017;1;000000000000008;CAMARA DE NOVO SANTO ANTONIO;101141;1710;VEREADOR;PLENµRIO
2017;1;000000000000008;P. M. DE RIBEIRA DO PIAUI;201171;1200;DIRET. DO DEP. DE REC. HIDRICOS E MEIO AMBIENTE;ADMINISTRAÄ«O II.
2017;1;000000000000008;CAMARA DE CARACOL;101052;3200;VEREADOR(A);VEREADORES
2017;1;000000000000008;CAMARA DE AGUA BRANCA;101003;3817.61;VEREADOR;PLENµRIO DA C∂MARA
2017;1;000000000000008;P. M. DE LAGOA DO BARRO DO PIAUI;201114;1274.4;ZELADOR(A);SECRETARIA MUNICIPAL DE SAÈDE
2017;1;000000000000008;CAMARA DE AVELINO LOPES;101017;1086.25;AUX. SERVICOS GERAIS;UNICA
2017;1;000000000000008;CAMARA DE BONFIM DO PIAUI;101033;3080;VEREADOR 2ıVICE PRESIDENT;CAMARA MUNICIPAL DE BONFIM DO PIAUI - VEREADORES
2017;1;000000000000008;CAMARA DE COCAL DOS ALVES;101059;1960;VEREADOR;VEREADORES
2017;1;000000000000008;P. M. DE CURRALINHOS;201071;1595.79;APOIO ADMINISTRATIVO - CLASSE D - NIVEL IV;SEC. MUN. DE EDUCAÄ«O - FUNDEB 40% - PLANO FINANCE
2017;1;000000000000009;P. M. DE JULIO BORGES;201110;1329.64;SECRETµRIA DE ASS. SOCIAL;AGENTE DE ENDEMIAS - EFETIVO
2017;1;000000000000009;P. M. DE TAMBORIL;201213;3287.28;PROF CLASSE SL 40HS;DEP EDUC ENS FUNC-PROF PEDAG
2017;1;000000000000009;CAMARA DE PARNAGUA;101150;3340.34;VEREADOR;CAMARA
2017;1;000000000000009;P. M. DE LUIZ CORREIA;201119;1400;DIRETOR DE DEPARTAMENTO DE PROJETOS E CONV“NIOS;SECR. EDUC. COORDENADORES/COMISS.
2017;1;000000000000009;P. M. DE SAO RAIMUNDO NONATO;201205;1077.55;ENCANADOR;SEC INFRA-EST EFETIVO
2017;1;000000000000009;CAMARA DE BELA VISTA DO PIAUI;101024;2900;VEREADOR;VEREADORES
2017;1;000000000000009;CAMARA DE FRANCISCO AYRES;101085;2335;VEREADOR;C∂MARA MUNICIPAL DE FRANCISCO AYRES
2017;1;000000000000009;P. M. DE UNIAO;201216;1680.94;PROF CLASSE C NIVEL I;FUNDO DE MANUT E DESENV DO ENSINO BASICO - FUNDEB
2017;1;000000000000009;CAMARA DE COIVARAS;101060;1755;VEREADOR;PLENARIO
2017;1;000000000000009;CAMARA DE GEMINIANO;101089;937;ZELADOR;EFETIVOS
2017;1;000000000000009;P. M. DE MURICI DOS PORTELAS;201135;1650;Agente Adm.;EDUCACAO - FUNDEB 40% - EFETIVOS
2017;1;000000000000009;P. M. DE COCAL;201057;968.07;Zelador(a);FUNDEB 40 CIDADE
2017;1;000000000000009;CAMARA DE SAO GONCALO DO PIAUI;101188;3400;VEREADOR;VEREADORES
2017;1;000000000000009;P. M. DE BERTOLINIA;201027;1077.06;AUXILIAR DE SERVICOS GERAIS;SECRETARIA DE ADMINISTRACAO
2017;1;000000000000010;P. M. DE SAO MIGUEL DA BAIXA GRANDE;201201;937;AGENTE ADMINISTRATIVO;SECRETARIA MUNICIPAL DE SAUDE
2017;1;000000000000010;CAMARA DE SEBASTIAO LEAL;101207;999.14;TESOUREIRA;CAMARA MUNICIPAL - SERVIDORES
2017;1;000000000000010;P. M. DE SAO RAIMUNDO NONATO;201205;1030.7;MOTORISTA;MOTORISTA EDUCAÄ«O ( CONCURSADOS )
2017;1;000000000000010;P. M. DE BARRA D ALCANTARA;201019;1216.8;AGENTE COMUNITARIO DE SAUDE;SEC.MUN.DE SAÈDE - PROG. DE AGENTES COMUN. DE SAÈD
2017;1;000000000000010;CAMARA DE TAMBORIL;101213;3080;VEREADOR;FOLHA DE SUBSIDIOS DOS VEREADORES
2017;1;000000000000010;P. M. DE AROAZES;201013;1030.7;BOMBEIRO;SECRETARIA MUNICIPAL DE OBRAS
2017;1;000000000000010;P. M. DE COLONIA DO GURGUEIA;201061;1694.31;PROF C NIVEL III 20H;UNID ESC DOM AVELAR BRANDAO VILELA 60%
2017;1;000000000000010;P. M. DE SAO JOSE DO PIAUI;201197;1860;ENC.DEPT.TRIBUTOS CADASTRAIS;PREFEITURA MUNICIPAL - FPM
2017;1;000000000000010;P. M. DE PARNAIBA;201151;2800;FARMAC BIOQUIMICO;2008-COORD.DA SEC.ADMINISTRACAO(PL.FINANCEIRO)
2017;1;000000000000010;CAMARA DE CAMPO MAIOR;101047;7000;VEREADOR;CAMARA MUNICIPAL - VEREADORES
2017;1;000000000000010;P. M. DE JULIO BORGES;201110;1318.2;SECRETµRIA DO GABINETE;A.C.S - EFETIVOS
2017;1;000000000000010;CAMARA DE GUADALUPE;101091;5800;VEREADOR;VEREADORES
2017;1;000000000000010;P. M. DE CAPITAO DE CAMPOS;201050;937;ATENDENTE DE SAÈDE;FUNDO MUNICIPAL DE SAUDE
2017;1;000000000000010;CAMARA DE SAO JOAO DA VARJOTA;101192;2900;VEREADOR;CAMARA MUNICIPAL/VEREADOR
2017;1;000000000000010;CAMARA DE SAO FRANCISCO DO PIAUI;101186;2425;VEREADOR;VEREADOR
2017;1;000000000000010;P. M. DE ILHA GRANDE;201094;1217.82;VIGIA;EDUCAÄAO FUNDEB 40 %
2017;1;000000000000010;CAMARA DE BELA VISTA DO PIAUI;101024;937;AUX. DE SERVICOS GERAIS II;SERVIDORES EFETIVOS
2017;1;000000000000010;CAMARA DE PARNAGUA;101150;1546.05;MOTORISTA;CAMARA
2017;1;000000000000011;CAMARA DE CAMPINAS DO PIAUI;101043;937;CHEFE SETOR DE ALMOXARIFADO;COMISSIONADOS
2017;1;000000000000011;P. M. DE PAVUSSU;201156;968.07;SERVICOS GERAIS;FUNDEB 40%
2017;1;000000000000011;CAMARA DE SEBASTIAO LEAL;101207;937;CONTROLADORA GERAL;CAMARA MUNICIPAL - SERVIDORES
2017;1;000000000000011;CAMARA DE NAZARE DO PIAUI;101136;1496;SECRETARIO GERAL;CAMARA MUNICIPAL
2017;1;000000000000011;CAMARA DE ANTONIO ALMEIDA;101012;2984.58;VEREADOR;C∂MARA
2017;1;000000000000011;P. M. DE CASTELO DO PIAUI;201055;1468.26;PROF. CCIII-1T 25H;SERVIDORES
2017;1;000000000000011;CAMARA DE CAMPO MAIOR;101047;7000;VEREADOR;CAMARA MUNICIPAL - VEREADORES
2017;1;000000000000011;P. M. DE CAMPO MAIOR;201047;1965.84;ASS.TECNICO;FUNDO PREVIDENCIµRIO DE CAMPO MAIOR
2017;1;000000000000011;CAMARA DE ITAINOPOLIS;101098;3650;VEREADOR;VEREADORES
2017;1;000000000000011;CAMARA DE BREJO DO PIAUI;101036;3750;VEREADOR;VEREADORES
2017;1;000000000000011;P. M. DE PARNAIBA;201151;1680;ENFERMEIRO PSF;2008-COORD.DA SEC.ADMINISTRACAO(PL.FINANCEIRO)
2017;1;000000000000011;CAMARA DE BONFIM DO PIAUI;101033;937;AUXILIAR DE SERVICOS GERA;CAMARA MUNICIPAL DE BONFIM DO PIAUI - EFETIVOS
2017;1;000000000000011;P. M. DE AROAZES;201013;1695;AG. ENDEMIAS;AGE - AGENTE DE ENDEMIAS
2017;1;000000000000012;P. M. DE LAGOA DO BARRO DO PIAUI;201114;3328.68;SECRETARIO(A) DO PREFEITO;GABINETE DO PREFEITO
2017;1;000000000000012;P. M. DE PAVUSSU;201156;937;AUX. SERVICOS GERAIS;SECRETARIA MUNICIPAL DE ADMINISTRAÄ«O
2017;1;000000000000012;CAMARA DE SANTA LUZ;101177;2200;VEREADOR(A);DEPARTAMENTO ADMINISTRATIVO DA CAMARA MUN SANTA LU
2017;1;000000000000012;CAMARA DE SAO MIGUEL DA BAIXA GRANDE;101201;1230;CONTROLADOR (A);ADMINISTRAÄ«O/COMISSIONADOS
2017;1;000000000000012;CAMARA DE CURRALINHOS;101071;937;TESOUREIRA;CAMARA MUNICIPAL DE CURRALINHO (COMISSIONADOS)
2017;1;000000000000012;P. M. DE ESPERANTINA;201079;1077.55;DATILOGRAFO (A);SEC. EDUC. EFETIVOS
2017;1;000000000000012;CAMARA DE COCAL;101057;2685.91;SECRETARIO(A) ADMINISTRATIVA;CAMARA MUNICIPAL-FUNCIONARIOS
2017;1;000000000000012;P. M. DE VARZEA BRANCA;201219;3736.25;PROF C0IV / 40H;FUNDEB 60%
2017;1;000000000000012;P. M. DE SANTO ANTONIO DE LISBOA;201180;937;AUXILIAR DE SERVICOS GERAIS;FUNDEB 40%
2017;1;000000000000012;P. M. DE SAO JULIAO;201198;1067.72;PROFESSOR(A) CLASSE A;FUNDO MUN. DE SEG. SOCIAL - FMSS - APOSENTADOS
2017;1;000000000000012;CAMARA DE UNIAO;101216;2595.29;AGENTE ADMINISTRATIVO;EFETIVOS
2017;1;000000000000012;P. M. DE BOM JESUS;201031;3631.47;PROFESSOR(A) CLASSE C. NIVEL IV 40HS;SEC. EDUCAÄ«O - PROFESSORES II-60% F
2017;1;000000000000012;P. M. DE ITAUEIRA;201099;1368.9;AGENTE COMUNITARIO DE SAUDE;SAUDE ACS
2017;1;000000000000012;CAMARA DE SAO MIGUEL DO FIDALGO;101202;2780;VEREADOR;FOLHA DOS VEREADORES
2017;1;000000000000012;CAMARA DE COCAL DE TELHA;101058;1089.02;VIGIA;CAMARA MUNICIPAL DE COCAL DE TELHA ADMINISTRA?AO
2017;1;000000000000012;P. M. DE JULIO BORGES;201110;1171.25;CHEFE DE DEP. LAZER;AUX DE ENFERMAGEM - EFETIVOS
2017;1;000000000000012;CAMARA DE BOQUEIRAO DO PIAUI;101034;1187;SECRETARIA (O) GERAL;CAMARA COMISSIONADOS
2017;1;000000000000013;P. M. DE BURITI DOS LOPES;201037;3003;"PROF C ""BII"" NIVEL SUPERIOR 40H";CONTR GERAL MUNIC COMISSIONADOS
2017;1;000000000000013;CAMARA DE GUADALUPE;101091;5800;VEREADOR;VEREADORES
2017;1;000000000000013;CAMARA DE FRONTEIRAS;101088;1030.7;SERVICOS GERAIS;EFETIVOS
2017;1;000000000000013;CAMARA DE SUSSUAPARA;101212;937;SECRETARIO(A);CONTRATADOS/ COMISSIONADOS
2017;1;000000000001051;P. M. DE SAO LOURENCO DO PIAUI;201199;937;MOTORISTA;SECRETARIA MUNICIPAL DE SAÈDE-EFETIVOS
2017;1;000000000001052;P. M. DE CARACOL;201052;3176;FISIOTERAPEUTA;OUTROS RECURSOS
2017;1;000000000001054;P. M. DE MONTE ALEGRE DO PIAUI;201132;3267.53;PROF.CLASSE-B-N-III;60% - ZONA RURAL / EFETIVO
2017;1;000000000001054;P. M. DE COCAL;201057;937;Aux. de Servicos gerais;FUNDEB 40 INTERIOR
2017;1;000000000001055;P. M. DE SAO LOURENCO DO PIAUI;201199;937;ZELADORA;FUNDEF 40%
2017;1;000000000001055;P. M. DE BAIXA GRANDE DO RIBEIRO;201018;1086.91;AUXILIAR DE SERVIÄOS GERAIS;REPASSE
2017;1;000000000001056;P. M. DE BAIXA GRANDE DO RIBEIRO;201018;967.9;AUXILIAR ADMINISTRATIVO;REPASSE
2017;1;000000000001056;P. M. DE MONTE ALEGRE DO PIAUI;201132;3096.68;PROF.CLASSE-A-N-IV;60% - Zona Rural - U. ES. / EFETIVO
2017;1;000000000001058;P. M. DE URUCUI;201217;1318.2;AGENTE DE SAUDE;AGENTE DE SAUDE
2017;1;000000000001059;P. M. DE RIBEIRO GONCALVES;201172;1650.5;DIRETOR DO DPTß DE TR∂NSITO;DEPTß SECRETARIA DE ASSISTENCIA SOCIAL COMISSIONAD
2017;1;000000000001060;P. M. DE ESPERANTINA;201079;1356.2;AGENT.COMUN. DE SAÈDE;ACS
2017;1;000000000001060;P. M. DE URUCUI;201217;1318.2;AGENTE DE SAUDE;AGENTE DE SAUDE
2017;1;000000000001061;P. M. DE SAO LOURENCO DO PIAUI;201199;1251.72;ZELADOR (a);FUNDEF 40%
2017;1;000000000001062;P. M. DE SAO LOURENCO DO PIAUI;201199;937;ZELADORA;FUNDEF 40%
2017;1;000000000001064;P. M. DE SAO LOURENCO DO PIAUI;201199;937;ZELADOR (a);FUNDEF 40%
2017;1;000000000001064;P. M. DE RIBEIRO GONCALVES;201172;1200;MOTORISTA;DEPTß. SEC. MUN. DE ASSIS. SOCIAL COMISSIONADOS.
2017;1;000000000001067;P. M. DE CRISTALANDIA DO PIAUI;201066;937;AUXILIAR DE SERVI?OS GERIAS;SEC MUN DE OBRAS SERV URBANOS E INFRAESTRUTUR
2017;1;000000000001067;P. M. DE SEBASTIAO BARROS;201206;937;VIGIA;SEC. SAUDE- FUNDO MUNICIPAL DE SAUDE
2017;1;000000000001069;P. M. DE RIBEIRO GONCALVES;201172;1153.95;ASSISTENTE SOCIAL DO CRµS;DEPTß SAMU
2017;1;000000000001069;P. M. DE SAO LOURENCO DO PIAUI;201199;1734.69;PROFESSOR D P‡S;FUNDEF 60%
2017;1;000000000001072;P. M. DE URUCUI;201217;1318.2;AGENTE DE SAUDE;AGENTE DE SAUDE
2017;1;000000000001073;P. M. DE RIBEIRO GONCALVES;201172;1182.95;ASSISTENTE SOCIAL DO CRµS;DEPTß SAMU
2017;1;000000000001073;P. M. DE COCAL;201057;1124.4;Vigia;SAUDE GERAL
2017;1;000000000001074;P. M. DE RIACHO FRIO;201170;1815.28;ASSESSOR DO PREFEITO;SECR MUN DE EDUCACAO-PROFESSORES 60%
2017;1;000000000001075;P. M. DE ESPERANTINA;201079;1356.2;AGENT.COMUN. DE SAÈDE;ACS
2017;1;000000000001077;P. M. DE MONTE ALEGRE DO PIAUI;201132;2989.89;PROF.CLASSE-B-N-II;60% - Zona Rural - U. ES. / EFETIVO
2017;1;000000000001078;P. M. DE CAPITAO DE CAMPOS;201050;1043.01;VIGIA I;FUNDEB 40%
2017;1;000000000001078;P. M. DE COCAL;201057;1297.87;AGENTE DE ENDEMIAS;AGENTE DE ENDEMIAS
2017;1;000000000001079;P. M. DE CAPITAO DE CAMPOS;201050;1006.23;MOTORISTA;FUNDO MUNICIPAL DE SAUDE
2017;1;000000000001080;P. M. DE CRISTALANDIA DO PIAUI;201066;968.07;AUXILIAR DE SERVI?OS GERIAS;SEC MUN DE OBRAS SERV URBANOS E INFRAESTRUTUR
2017;1;000000000001080;P. M. DE SAO LOURENCO DO PIAUI;201199;3180.26;PROFESSOR D P‡S;FUNDEF 60%
2017;1;000000000001080;P. M. DE RIBEIRO GONCALVES;201172;1365.15;MOTORISTA;DEPTß DA JUNTA DE SERVIÄO MILITAR
2017;1;000000000001082;P. M. DE RIBEIRO GONCALVES;201172;1244.55;MOTORISTA;DEPTß DA JUNTA DE SERVIÄO MILITAR
2017;1;000000000001082;P. M. DE LUIZ CORREIA;201119;4534.65;PROF. CL - SE / NI - IV;SEC.EDUC.(PROF.)-Z.URBANA
